chunk_id,file,line,section,text,parameter_class,parameter_type,confidence,reviewed,notes
chunk_f10a10c9,src/priv/smcntrpmf.adoc,48,"Preamble > ""Smcntrpmf"" Cycle and Instret Privilege Mode Filtering, Version 1.0 > Introduction > Counter Behavior","Mode transition operations (traps and trap returns) may take multiple clock cycles, and the change of privilege mode may be reported as occurring in any one of those cycles (possibly different for each occurrence of a trap or trap return).",non_CSR_parameter,enum,high,False,
chunk_12eecd33,src/priv/smcntrpmf.adoc,51,"Preamble > ""Smcntrpmf"" Cycle and Instret Privilege Mode Filtering, Version 1.0 > Introduction > Counter Behavior","There are two types of instructions that can affect a privilege mode change: instructions that cause synchronous exceptions to a more privileged mode, and xRET instructions that return to a less privileged mode.",unknown,enum,high,False,
chunk_34a84a41,src/priv/smcntrpmf.adoc,51,"Preamble > ""Smcntrpmf"" Cycle and Instret Privilege Mode Filtering, Version 1.0 > Introduction > Counter Behavior","The latter do retire, and should increment instret only if the originating privilege mode is not inhibited.",non_CSR_parameter,enum,high,False,
chunk_99412fe5,src/priv/smcsrind.adoc,5,"Preamble > ""Smcsrind/Sscsrind"" Indirect CSR Access, Version 1.0 > Introduction","Smcsrind/Sscsrind is an ISA extension that extends the indirect CSR access mechanism originally defined as part of the https://github.com/riscv/riscv-aia[[.underline]Smaia/Ssaia extensions], in order to make it available for use by other extensions without creating an unnecessary dependence on Smaia/Ssaia.",CSR_controlled,enum,high,False,
chunk_2dcada5e,src/priv/smcsrind.adoc,13,"Preamble > ""Smcsrind/Sscsrind"" Indirect CSR Access, Version 1.0 > Introduction",It provides a means to access an array of registers via CSRs without requiring allocation of large chunks of the limited CSR address space.,CSR_controlled,enum,high,False,
chunk_442f8c71,src/priv/smcsrind.adoc,16,"Preamble > ""Smcsrind/Sscsrind"" Indirect CSR Access, Version 1.0 > Introduction","It enables software to access each of an array of registers by index, without requiring a switch statement with a case for each register.",SW_rule,unknown,high,False,
chunk_410c7637,src/priv/smcsrind.adoc,19,"Preamble > ""Smcsrind/Sscsrind"" Indirect CSR Access, Version 1.0 > Introduction","The machine-level extension *Smcsrind* encompasses all added CSRs and all behavior modifications for a hart, over all privilege levels.",CSR_controlled,enum,high,False,
chunk_7a181ac2,src/priv/smcsrind.adoc,19,"Preamble > ""Smcsrind/Sscsrind"" Indirect CSR Access, Version 1.0 > Introduction","For a supervisor-level environment, extension *Sscsrind* is essentially the same as Smcsrind except excluding the machine-level CSRs and behavior not directly visible to supervisor level.",CSR_controlled,enum,high,False,
chunk_8b8b93ed,src/priv/smcsrind.adoc,29,"Preamble > ""Smcsrind/Sscsrind"" Indirect CSR Access, Version 1.0 > Introduction > Machine-level CSRs","[width=""100%"",cols=""15%,12%,12%,15%,46%"",options=""header"",] | |*Number* |*Privilege* |*Width* |*Name* |*Description* |0x350 |MRW |XLEN |`miselect` |Machine indirect register select |0x351 |MRW |XLEN |`mireg` |Machine indirect register alias |0x352 |MRW |XLEN |`mireg2` |Machine indirect register alias 2 |0x353 |MRW |XLEN |`mireg3` |Machine indirect register alias 3 |0x355 |MRW |XLEN |`mireg4` |Machine indirect register alias 4 |0x356 |MRW |XLEN |`mireg5` |Machine indirect register alias 5 |0x357 |MRW |XLEN |`mireg6` |Machine indirect register alias 6 |",unknown,enum,high,False,
chunk_4807eaa9,src/priv/smcsrind.adoc,41,"Preamble > ""Smcsrind/Sscsrind"" Indirect CSR Access, Version 1.0 > Introduction > Machine-level CSRs",The CSRs listed in the table above provide a window for accessing register state indirectly.,CSR_controlled,enum,high,False,
chunk_a42124f7,src/priv/smcsrind.adoc,41,"Preamble > ""Smcsrind/Sscsrind"" Indirect CSR Access, Version 1.0 > Introduction > Machine-level CSRs","The value of `miselect` determines which register is accessed upon read or write of each of the machine indirect alias CSRs (`mireg*`). `miselect` value ranges are allocated to dependent extensions, which specify the register state accessible via each `miregi` register, for each `miselect` value. `miselect` is a WARL register.",CSR_controlled,enum,very_high,False,
chunk_1a8ce64a,src/priv/smcsrind.adoc,50,"Preamble > ""Smcsrind/Sscsrind"" Indirect CSR Access, Version 1.0 > Introduction > Machine-level CSRs",The `miselect` register implements at least enough bits to support all implemented `miselect` values (corresponding to the implemented extensions that utilize `miselect`/`mireg*` to indirectly access register state).,unknown,range,high,False,
chunk_e777efac,src/priv/smcsrind.adoc,50,"Preamble > ""Smcsrind/Sscsrind"" Indirect CSR Access, Version 1.0 > Introduction > Machine-level CSRs",The `miselect` register may be read-only zero if there are no extensions implemented that utilize it.,non_CSR_parameter,binary,high,False,
chunk_0ee28202,src/priv/smcsrind.adoc,56,"Preamble > ""Smcsrind/Sscsrind"" Indirect CSR Access, Version 1.0 > Introduction > Machine-level CSRs","Values of `miselect` with the most-significant bit set (bit XLEN - 1 = 1) are designated only for custom use, presumably for accessing custom registers through the alias CSRs.",CSR_controlled,enum,high,False,
chunk_6c4d9909,src/priv/smcsrind.adoc,56,"Preamble > ""Smcsrind/Sscsrind"" Indirect CSR Access, Version 1.0 > Introduction > Machine-level CSRs",Values of `miselect` with the most-significant bit clear are designated only for standard use and are reserved until allocated to a standard architecture extension.,unknown,enum,high,False,
chunk_3f2cfa85,src/priv/smcsrind.adoc,56,"Preamble > ""Smcsrind/Sscsrind"" Indirect CSR Access, Version 1.0 > Introduction > Machine-level CSRs","If XLEN is changed, the most-significant bit of `miselect` moves to the new position, retaining its value from before.",unknown,enum,high,False,
chunk_af8c65b2,src/priv/smcsrind.adoc,65,"Preamble > ""Smcsrind/Sscsrind"" Indirect CSR Access, Version 1.0 > Introduction > Machine-level CSRs","The behavior upon accessing `mireg*` from M-mode, while `miselect` holds a value that is not implemented, is UNSPECIFIED.",non_CSR_parameter,enum,high,False,
chunk_28d8c52c,src/priv/smcsrind.adoc,69,"Preamble > ""Smcsrind/Sscsrind"" Indirect CSR Access, Version 1.0 > Introduction > Machine-level CSRs","Attempts to access `mireg*` while `miselect` holds a number in an allocated and implemented range results in a specific behavior that, for each combination of `miselect` and `miregi`, is defined by the extension to which the `miselect` value is allocated.",non_CSR_parameter,enum,high,False,
chunk_99378fd8,src/priv/smcsrind.adoc,80,"Preamble > ""Smcsrind/Sscsrind"" Indirect CSR Access, Version 1.0 > Introduction > Supervisor-level CSRs","[width=""100%"",cols=""15%,12%,12%,15%,46%"",options=""header"",] | |*Number* |*Privilege* |*Width* |*Name* |*Description* |0x150 |SRW |XLEN |`siselect` |Supervisor indirect register select |0x151 |SRW |XLEN |`sireg` |Supervisor indirect register alias |0x152 |SRW |XLEN |`sireg2` |Supervisor indirect register alias 2 |0x153 |SRW |XLEN |`sireg3` |Supervisor indirect register alias 3 |0x155 |SRW |XLEN |`sireg4` |Supervisor indirect register alias 4 |0x156 |SRW |XLEN |`sireg5` |Supervisor indirect register alias 5 |0x157 |SRW |XLEN |`sireg6` |Supervisor indirect register alias 6 |",unknown,enum,high,False,
chunk_c6334109,src/priv/smcsrind.adoc,92,"Preamble > ""Smcsrind/Sscsrind"" Indirect CSR Access, Version 1.0 > Introduction > Supervisor-level CSRs",The CSRs in the table above are required if S-mode is implemented.,CSR_controlled,enum,high,False,
chunk_01318e78,src/priv/smcsrind.adoc,94,"Preamble > ""Smcsrind/Sscsrind"" Indirect CSR Access, Version 1.0 > Introduction > Supervisor-level CSRs",The `siselect` register will support the value range 0..0xFFF at a minimum. A future extension may define a value range outside of this minimum range.,non_CSR_parameter,range,high,False,
chunk_ec84c31f,src/priv/smcsrind.adoc,94,"Preamble > ""Smcsrind/Sscsrind"" Indirect CSR Access, Version 1.0 > Introduction > Supervisor-level CSRs",Only if such an extension is implemented will `siselect` be required to support larger values.,unknown,enum,high,False,
chunk_da50edfe,src/priv/smcsrind.adoc,99,"Preamble > ""Smcsrind/Sscsrind"" Indirect CSR Access, Version 1.0 > Introduction > Supervisor-level CSRs","Values of `siselect` with the most-significant bit set (bit XLEN - 1 = 1) are designated only for custom use, presumably for accessing custom registers through the alias CSRs.",CSR_controlled,enum,high,False,
chunk_fee5dcb5,src/priv/smcsrind.adoc,99,"Preamble > ""Smcsrind/Sscsrind"" Indirect CSR Access, Version 1.0 > Introduction > Supervisor-level CSRs",Values of `siselect` with the most-significant bit clear are designated only for standard use and are reserved until allocated to a standard architecture extension.,unknown,enum,high,False,
chunk_f5e7c146,src/priv/smcsrind.adoc,99,"Preamble > ""Smcsrind/Sscsrind"" Indirect CSR Access, Version 1.0 > Introduction > Supervisor-level CSRs","If XLEN is changed, the most-significant bit of `siselect` moves to the new position, retaining its value from before.",unknown,enum,high,False,
chunk_19c0635f,src/priv/smcsrind.adoc,109,"Preamble > ""Smcsrind/Sscsrind"" Indirect CSR Access, Version 1.0 > Introduction > Supervisor-level CSRs","The behavior upon accessing `sireg*` from M-mode or S-mode, while `siselect` holds a value that is not implemented at supervisor level, is UNSPECIFIED.",non_CSR_parameter,enum,high,False,
chunk_3572442b,src/priv/smcsrind.adoc,113,"Preamble > ""Smcsrind/Sscsrind"" Indirect CSR Access, Version 1.0 > Introduction > Supervisor-level CSRs","Otherwise, attempts to access `sireg*` from M-mode or S-mode while `siselect` holds a number in a standard-defined and implemented range result in specific behavior that, for each combination of `siselect` and `siregi`, is defined by the extension to which the `siselect` value is allocated.",unknown,enum,high,False,
chunk_55e2d6ea,src/priv/smcsrind.adoc,132,"Preamble > ""Smcsrind/Sscsrind"" Indirect CSR Access, Version 1.0 > Introduction > Virtual Supervisor-level CSRs","[width=""100%"",cols=""15%,12%,12%,15%,46%"",options=""header"",] | |*Number* |*Privilege* |*Width* |*Name* |*Description* |0x250 |HRW |XLEN |`vsiselect` |Virtual supervisor indirect register select",unknown,enum,high,False,
chunk_0d3ddfcb,src/priv/smcsrind.adoc,138,"Preamble > ""Smcsrind/Sscsrind"" Indirect CSR Access, Version 1.0 > Introduction > Virtual Supervisor-level CSRs",|0x251 |HRW |XLEN |`vsireg` |Virtual supervisor indirect register alias,unknown,unknown,high,False,
chunk_f151bffa,src/priv/smcsrind.adoc,140,"Preamble > ""Smcsrind/Sscsrind"" Indirect CSR Access, Version 1.0 > Introduction > Virtual Supervisor-level CSRs",|0x252 |HRW |XLEN |`vsireg2` |Virtual supervisor indirect register alias 2,unknown,unknown,high,False,
chunk_e02e17c8,src/priv/smcsrind.adoc,142,"Preamble > ""Smcsrind/Sscsrind"" Indirect CSR Access, Version 1.0 > Introduction > Virtual Supervisor-level CSRs",|0x253 |HRW |XLEN |`vsireg3` |Virtual supervisor indirect register alias 3,unknown,unknown,high,False,
chunk_e246e3d7,src/priv/smcsrind.adoc,144,"Preamble > ""Smcsrind/Sscsrind"" Indirect CSR Access, Version 1.0 > Introduction > Virtual Supervisor-level CSRs",|0x255 |HRW |XLEN |`vsireg4` |Virtual supervisor indirect register alias 4,unknown,unknown,high,False,
chunk_50427e6b,src/priv/smcsrind.adoc,146,"Preamble > ""Smcsrind/Sscsrind"" Indirect CSR Access, Version 1.0 > Introduction > Virtual Supervisor-level CSRs",|0x256 |HRW |XLEN |`vsireg5` |Virtual supervisor indirect register alias 5,unknown,unknown,high,False,
chunk_dae53d26,src/priv/smcsrind.adoc,148,"Preamble > ""Smcsrind/Sscsrind"" Indirect CSR Access, Version 1.0 > Introduction > Virtual Supervisor-level CSRs",|0x257 |HRW |XLEN |`vsireg6` |Virtual supervisor indirect register alias 6 |,unknown,unknown,high,False,
chunk_0aed0a37,src/priv/smcsrind.adoc,151,"Preamble > ""Smcsrind/Sscsrind"" Indirect CSR Access, Version 1.0 > Introduction > Virtual Supervisor-level CSRs",The CSRs in the table above are required if the hypervisor extension is implemented.,CSR_controlled,enum,high,False,
chunk_1e9a6115,src/priv/smcsrind.adoc,151,"Preamble > ""Smcsrind/Sscsrind"" Indirect CSR Access, Version 1.0 > Introduction > Virtual Supervisor-level CSRs","These VS CSRs all match supervisor CSRs, and substitute for those supervisor CSRs when executing in a virtual machine (in VS-mode or VU-mode).",CSR_controlled,enum,high,False,
chunk_bb5e326c,src/priv/smcsrind.adoc,156,"Preamble > ""Smcsrind/Sscsrind"" Indirect CSR Access, Version 1.0 > Introduction > Virtual Supervisor-level CSRs",The `vsiselect` register will support the value range 0..0xFFF at a minimum. A future extension may define a value range outside of this minimum range.,non_CSR_parameter,range,high,False,
chunk_d82fd6b3,src/priv/smcsrind.adoc,156,"Preamble > ""Smcsrind/Sscsrind"" Indirect CSR Access, Version 1.0 > Introduction > Virtual Supervisor-level CSRs",Only if such an extension is implemented will `vsiselect` be required to support larger values.,unknown,enum,high,False,
chunk_4e5ad7f5,src/priv/smcsrind.adoc,161,"Preamble > ""Smcsrind/Sscsrind"" Indirect CSR Access, Version 1.0 > Introduction > Virtual Supervisor-level CSRs","Values of `vsiselect` with the most-significant bit set (bit XLEN - 1 = 1) are designated only for custom use, presumably for accessing custom registers through the alias CSRs.",CSR_controlled,enum,high,False,
chunk_a048db28,src/priv/smcsrind.adoc,161,"Preamble > ""Smcsrind/Sscsrind"" Indirect CSR Access, Version 1.0 > Introduction > Virtual Supervisor-level CSRs",Values of `vsiselect` with the most-significant bit clear are designated only for standard use and are reserved until allocated to a standard architecture extension.,unknown,enum,high,False,
chunk_8229a054,src/priv/smcsrind.adoc,161,"Preamble > ""Smcsrind/Sscsrind"" Indirect CSR Access, Version 1.0 > Introduction > Virtual Supervisor-level CSRs","If XLEN is changed, the most-significant bit of `vsiselect` moves to the new position, retaining its value from before.",unknown,enum,high,False,
chunk_f3121074,src/priv/smcsrind.adoc,171,"Preamble > ""Smcsrind/Sscsrind"" Indirect CSR Access, Version 1.0 > Introduction > Virtual Supervisor-level CSRs","For alias CSRs `sireg*` and `vsireg*`, the hypervisor extension’s usual rules for when to raise a virtual-instruction exception (based on whether an instruction is HS-qualified) are not applicable.",CSR_controlled,enum,high,False,
chunk_f67ac4da,src/priv/smcsrind.adoc,171,"Preamble > ""Smcsrind/Sscsrind"" Indirect CSR Access, Version 1.0 > Introduction > Virtual Supervisor-level CSRs","The rules given in this section for `sireg` and `vsireg` apply instead, unless overridden by the requirements specified in the section below, which take precedence over this section when extension Smstateen is also implemented.",unknown,unknown,high,False,
chunk_69b8f6cf,src/priv/smcsrind.adoc,179,"Preamble > ""Smcsrind/Sscsrind"" Indirect CSR Access, Version 1.0 > Introduction > Virtual Supervisor-level CSRs","A virtual-instruction exception is raised for attempts from VS-mode or VU-mode to directly access `vsiselect` or `vsireg*`, or attempts from VU-mode to access `siselect` or `sireg*`.",non_CSR_parameter,enum,high,False,
chunk_dd05e6ac,src/priv/smcsrind.adoc,182,"Preamble > ""Smcsrind/Sscsrind"" Indirect CSR Access, Version 1.0 > Introduction > Virtual Supervisor-level CSRs","The behavior upon accessing `vsireg*` from M-mode or HS-mode, or accessing `sireg*` (really `vsireg*`) from VS-mode, while `vsiselect` holds a value that is not implemented at HS level, is UNSPECIFIED.",non_CSR_parameter,enum,high,False,
chunk_223ce912,src/priv/smcsrind.adoc,184,"Preamble > ""Smcsrind/Sscsrind"" Indirect CSR Access, Version 1.0 > Introduction > Virtual Supervisor-level CSRs","Otherwise, while `vsiselect` holds a number in a standard-defined and implemented range, attempts to access `vsireg*` from a sufficiently privileged mode, or to access `sireg*` (really `vsireg*`) from VS-mode, result in specific behavior that, for each combination of `vsiselect` and `vsiregi`, is defined by the extension to which the `vsiselect` value is allocated.",unknown,enum,high,False,
chunk_7c91d130,src/priv/smcsrind.adoc,193,"Preamble > ""Smcsrind/Sscsrind"" Indirect CSR Access, Version 1.0 > Introduction > Virtual Supervisor-level CSRs","Like `siselect` and `sireg*`, the widths of `vsiselect` and `vsireg*` are always the current XLEN rather than VSXLEN.",unknown,enum,high,False,
chunk_9e12b56b,src/priv/smcsrind.adoc,203,"Preamble > ""Smcsrind/Sscsrind"" Indirect CSR Access, Version 1.0 > Introduction > Access control by the state-enable CSRs","If extension Smstateen is implemented together with Smcsrind, bit 60 of state-enable register `mstateen0` controls access to `siselect`, `sireg*`, `vsiselect`, and `vsireg*`.",CSR_controlled,enum,high,False,
chunk_2f75b3b7,src/priv/smcsrind.adoc,203,"Preamble > ""Smcsrind/Sscsrind"" Indirect CSR Access, Version 1.0 > Introduction > Access control by the state-enable CSRs","When `mstateen0`[60]=0, an attempt to access one of these CSRs from a privilege mode less privileged than M-mode results in an illegal-instruction exception.",CSR_controlled,enum,high,False,
chunk_43fca7cc,src/priv/smcsrind.adoc,203,"Preamble > ""Smcsrind/Sscsrind"" Indirect CSR Access, Version 1.0 > Introduction > Access control by the state-enable CSRs","As always, the state-enable CSRs do not affect the accessibility of any state when in M-mode, only in less privileged modes.",CSR_controlled,enum,high,False,
chunk_b5d92640,src/priv/smcsrind.adoc,203,"Preamble > ""Smcsrind/Sscsrind"" Indirect CSR Access, Version 1.0 > Introduction > Access control by the state-enable CSRs","For more explanation, see the documentation for extension Smstateen in .",unknown,unknown,high,False,
chunk_887c1d5a,src/priv/smcsrind.adoc,212,"Preamble > ""Smcsrind/Sscsrind"" Indirect CSR Access, Version 1.0 > Introduction > Access control by the state-enable CSRs","Other extensions may specify that certain mstateen bits control access to registers accessed indirectly through `siselect` + `sireg*`, and/or `vsiselect` + `vsireg*`.",non_CSR_parameter,enum,high,False,
chunk_58994864,src/priv/smcsrind.adoc,220,"Preamble > ""Smcsrind/Sscsrind"" Indirect CSR Access, Version 1.0 > Introduction > Access control by the state-enable CSRs","If the hypervisor extension is implemented, the same bit is defined also in hypervisor CSR `hstateen0`, but controls access to only `siselect` and `sireg*` (really `vsiselect` and `vsireg*`), which is the state potentially accessible to a virtual machine executing in VS or VU-mode.",CSR_controlled,enum,high,False,
chunk_29894ed4,src/priv/smcsrind.adoc,220,"Preamble > ""Smcsrind/Sscsrind"" Indirect CSR Access, Version 1.0 > Introduction > Access control by the state-enable CSRs","When `hstateen0`[60]=0 and `mstateen0`[60]=1, all attempts from VS or VU-mode to access `siselect` or `sireg*` raise a virtual-instruction exception, not an illegal-instruction exception, regardless of the value of `vsiselect` or any other mstateen bit.",non_CSR_parameter,enum,high,False,
chunk_93de1157,src/priv/smcsrind.adoc,230,"Preamble > ""Smcsrind/Sscsrind"" Indirect CSR Access, Version 1.0 > Introduction > Access control by the state-enable CSRs",Extension Ssstateen is defined as the supervisor-level view of Smstateen.,unknown,unknown,high,False,
chunk_5fc36007,src/priv/smcsrind.adoc,230,"Preamble > ""Smcsrind/Sscsrind"" Indirect CSR Access, Version 1.0 > Introduction > Access control by the state-enable CSRs","Therefore, the combination of Sscsrind and Ssstateen incorporates the bit defined above for `hstateen0` but not that for `mstateen0`, since machine-level CSRs are not visible to supervisor level.",CSR_controlled,enum,high,False,
chunk_f9b020e1,src/priv/smctr.adoc,4,"Preamble > ""Smctr"" Control Transfer Records Extension, Version 1.0","Control flow transfers refer to jump instructions (including function calls and returns), taken branch instructions, traps, and trap returns.",unknown,unknown,high,False,
chunk_790bd387,src/priv/smctr.adoc,4,"Preamble > ""Smctr"" Control Transfer Records Extension, Version 1.0","Profiling tools, such as Linux perf, collect control transfer history when sampling software execution, thereby enabling tools, like AutoFDO, to identify hot paths for optimization.",SW_rule,unknown,high,False,
chunk_41eae867,src/priv/smctr.adoc,12,"Preamble > ""Smctr"" Control Transfer Records Extension, Version 1.0","Recorded transfers are inserted at the write pointer, which is then incremented, while older recorded transfers may be overwritten once the buffer is full.",non_CSR_parameter,enum,medium,False,
chunk_e153672e,src/priv/smctr.adoc,14,"Preamble > ""Smctr"" Control Transfer Records Extension, Version 1.0","The CTR buffer is accessible through an indirect CSR interface, such that software can specify which logical entry in the buffer it wishes to read or write.",CSR_controlled,enum,high,False,
chunk_1f1c0f5c,src/priv/smctr.adoc,16,"Preamble > ""Smctr"" Control Transfer Records Extension, Version 1.0","The machine-level extension, *Smctr*, encompasses all newly added Control Status Registers (CSRs), instructions, and behavior modifications for a hart across all privilege levels.",CSR_controlled,enum,high,False,
chunk_a8861305,src/priv/smctr.adoc,18,"Preamble > ""Smctr"" Control Transfer Records Extension, Version 1.0",Smctr and Ssctr depend on both the implementation of S-mode and the Sscsrind extension.,CSR_controlled,enum,high,False,
chunk_ba0955c4,src/priv/smctr.adoc,24,"Preamble > ""Smctr"" Control Transfer Records Extension, Version 1.0 > CSRs > Machine Control Transfer Records Control Register (`mctrctl`)",The `mctrctl` register is a 64-bit read/write register that enables and configures the CTR capability.,CSR_controlled,range,high,False,
chunk_bb8c826e,src/priv/smctr.adoc,68,"Preamble > ""Smctr"" Control Transfer Records Extension, Version 1.0 > CSRs > Machine Control Transfer Records Control Register (`mctrctl`)",|RASEMU |Enables RAS (Return Address Stack) Emulation Mode.,unknown,unknown,high,False,
chunk_a96a8a01,src/priv/smctr.adoc,70,"Preamble > ""Smctr"" Control Transfer Records Extension, Version 1.0 > CSRs > Machine Control Transfer Records Control Register (`mctrctl`)",|MTE |Enables recording of traps to M-mode when M=0.,unknown,unknown,high,False,
chunk_2592483c,src/priv/smctr.adoc,72,"Preamble > ""Smctr"" Control Transfer Records Extension, Version 1.0 > CSRs > Machine Control Transfer Records Control Register (`mctrctl`)",|STE |Enables recording of traps to S-mode when S=0.,unknown,unknown,high,False,
chunk_be3c8962,src/priv/smctr.adoc,74,"Preamble > ""Smctr"" Control Transfer Records Extension, Version 1.0 > CSRs > Machine Control Transfer Records Control Register (`mctrctl`)",|BPFRZ |Set `sctrstatus`.FROZEN on a breakpoint exception that traps to M-mode or S-mode.,unknown,unknown,high,False,
chunk_af59dbda,src/priv/smctr.adoc,76,"Preamble > ""Smctr"" Control Transfer Records Extension, Version 1.0 > CSRs > Machine Control Transfer Records Control Register (`mctrctl`)",|LCOFIFRZ |Set `sctrstatus`.FROZEN on local-counter-overflow interrupt (LCOFI) that traps to M-mode or S-mode.,unknown,unknown,high,False,
chunk_45f46ff7,src/priv/smctr.adoc,78,"Preamble > ""Smctr"" Control Transfer Records Extension, Version 1.0 > CSRs > Machine Control Transfer Records Control Register (`mctrctl`)",|EXCINH |Inhibit recording of exceptions.,unknown,unknown,high,False,
chunk_79b24ba1,src/priv/smctr.adoc,80,"Preamble > ""Smctr"" Control Transfer Records Extension, Version 1.0 > CSRs > Machine Control Transfer Records Control Register (`mctrctl`)",|INTRINH |Inhibit recording of interrupts.,unknown,unknown,high,False,
chunk_11ad52e8,src/priv/smctr.adoc,82,"Preamble > ""Smctr"" Control Transfer Records Extension, Version 1.0 > CSRs > Machine Control Transfer Records Control Register (`mctrctl`)",|TRETINH |Inhibit recording of trap returns.,unknown,unknown,high,False,
chunk_ddcaabb5,src/priv/smctr.adoc,84,"Preamble > ""Smctr"" Control Transfer Records Extension, Version 1.0 > CSRs > Machine Control Transfer Records Control Register (`mctrctl`)",|NTBREN |Enable recording of not-taken branches.,unknown,unknown,high,False,
chunk_6280ad1c,src/priv/smctr.adoc,86,"Preamble > ""Smctr"" Control Transfer Records Extension, Version 1.0 > CSRs > Machine Control Transfer Records Control Register (`mctrctl`)",|TKBRINH |Inhibit recording of taken branches.,unknown,unknown,high,False,
chunk_43b14103,src/priv/smctr.adoc,88,"Preamble > ""Smctr"" Control Transfer Records Extension, Version 1.0 > CSRs > Machine Control Transfer Records Control Register (`mctrctl`)",|INDCALLINH |Inhibit recording of indirect calls.,unknown,unknown,high,False,
chunk_ad2ce281,src/priv/smctr.adoc,90,"Preamble > ""Smctr"" Control Transfer Records Extension, Version 1.0 > CSRs > Machine Control Transfer Records Control Register (`mctrctl`)",|DIRCALLINH |Inhibit recording of direct calls.,unknown,unknown,high,False,
chunk_92691a1d,src/priv/smctr.adoc,92,"Preamble > ""Smctr"" Control Transfer Records Extension, Version 1.0 > CSRs > Machine Control Transfer Records Control Register (`mctrctl`)",|INDJMPINH |Inhibit recording of indirect jumps (without linkage).,unknown,unknown,high,False,
chunk_128826e0,src/priv/smctr.adoc,94,"Preamble > ""Smctr"" Control Transfer Records Extension, Version 1.0 > CSRs > Machine Control Transfer Records Control Register (`mctrctl`)",|DIRJMPINH |Inhibit recording of direct jumps (without linkage).,unknown,unknown,high,False,
chunk_87cd7f1d,src/priv/smctr.adoc,96,"Preamble > ""Smctr"" Control Transfer Records Extension, Version 1.0 > CSRs > Machine Control Transfer Records Control Register (`mctrctl`)",|CORSWAPINH |Inhibit recording of co-routine swaps.,unknown,unknown,high,False,
chunk_672bad5c,src/priv/smctr.adoc,98,"Preamble > ""Smctr"" Control Transfer Records Extension, Version 1.0 > CSRs > Machine Control Transfer Records Control Register (`mctrctl`)",|RETINH |Inhibit recording of function returns.,unknown,unknown,high,False,
chunk_9c2c23c5,src/priv/smctr.adoc,100,"Preamble > ""Smctr"" Control Transfer Records Extension, Version 1.0 > CSRs > Machine Control Transfer Records Control Register (`mctrctl`)",|INDLJMPINH |Inhibit recording of other indirect jumps (with linkage).,unknown,unknown,high,False,
chunk_253b70fc,src/priv/smctr.adoc,102,"Preamble > ""Smctr"" Control Transfer Records Extension, Version 1.0 > CSRs > Machine Control Transfer Records Control Register (`mctrctl`)",|DIRLJMPINH |Inhibit recording of other direct jumps (with linkage).,unknown,unknown,high,False,
chunk_65789fe1,src/priv/smctr.adoc,102,"Preamble > ""Smctr"" Control Transfer Records Extension, Version 1.0 > CSRs > Machine Control Transfer Records Control Register (`mctrctl`)",The value 0 must correspond to standard behavior.,non_CSR_parameter,enum,very_high,False,
chunk_6be88f73,src/priv/smctr.adoc,106,"Preamble > ""Smctr"" Control Transfer Records Extension, Version 1.0 > CSRs > Machine Control Transfer Records Control Register (`mctrctl`)","-- All fields are optional except for M, S, U, and BPFRZ.",unknown,enum,high,False,
chunk_70cc9fe4,src/priv/smctr.adoc,106,"Preamble > ""Smctr"" Control Transfer Records Extension, Version 1.0 > CSRs > Machine Control Transfer Records Control Register (`mctrctl`)","All unimplemented fields are read-only 0, while all implemented fields are writable.",CSR_controlled,enum,high,False,
chunk_09dd034b,src/priv/smctr.adoc,106,"Preamble > ""Smctr"" Control Transfer Records Extension, Version 1.0 > CSRs > Machine Control Transfer Records Control Register (`mctrctl`)","If the Sscofpmf extension is implemented, LCOFIFRZ must be writable. --",non_CSR_parameter,binary,very_high,False,
chunk_ea73c3e5,src/priv/smctr.adoc,113,"Preamble > ""Smctr"" Control Transfer Records Extension, Version 1.0 > CSRs > Machine Control Transfer Records Control Register (`mctrctl`) > Supervisor Control Transfer Records Control Register (`sctrctl`)",The `sctrctl` register provides supervisor mode access to a subset of `mctrctl`.,unknown,unknown,high,False,
chunk_b0efef86,src/priv/smctr.adoc,115,"Preamble > ""Smctr"" Control Transfer Records Extension, Version 1.0 > CSRs > Machine Control Transfer Records Control Register (`mctrctl`) > Supervisor Control Transfer Records Control Register (`sctrctl`)",Bits 2 and 9 in `sctrctl` are read-only 0.,CSR_controlled,unknown,high,False,
chunk_207f07ec,src/priv/smctr.adoc,115,"Preamble > ""Smctr"" Control Transfer Records Extension, Version 1.0 > CSRs > Machine Control Transfer Records Control Register (`mctrctl`) > Supervisor Control Transfer Records Control Register (`sctrctl`)","As a result, the M and MTE fields in `mctrctl` are not accessible through `sctrctl`.",unknown,enum,high,False,
chunk_7d718fb6,src/priv/smctr.adoc,115,"Preamble > ""Smctr"" Control Transfer Records Extension, Version 1.0 > CSRs > Machine Control Transfer Records Control Register (`mctrctl`) > Supervisor Control Transfer Records Control Register (`sctrctl`)",All other `mctrctl` fields are accessible through `sctrctl`.,unknown,enum,high,False,
chunk_d61a1e7b,src/priv/smctr.adoc,119,"Preamble > ""Smctr"" Control Transfer Records Extension, Version 1.0 > CSRs > Machine Control Transfer Records Control Register (`mctrctl`) > Virtual Supervisor Control Transfer Records Control Register (`vsctrctl`)","If the H extension is implemented, the `vsctrctl` register is a 64-bit read/write register that is VS-mode's version of supervisor register `sctrctl`.",CSR_controlled,range,high,False,
